=== linux 压缩报告 ===
开始时间: 2025年 07月 29日 星期二 10:40:35 CST
源路径: /mnt/dataset2/linux
  压缩文件: ./compressed_datasets/linux/v5.10-rc2.tar.zip

文件 #146: v5.10-rc3.tar
  原始大小: 971.74 MiB
  压缩大小: 176.67 MiB
  压缩率: 5.50x
  压缩时间: 19.48 秒
  压缩吞吐量: 49.88 MiB/s
  解压时间: 4.01 秒
  解压吞吐量: 242.03 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.10-rc3.tar.zip

文件 #147: v5.10-rc4.tar
  原始大小: 971.85 MiB
  压缩大小: 176.69 MiB
  压缩率: 5.50x
  压缩时间: 20.08 秒
  压缩吞吐量: 48.38 MiB/s
  解压时间: 4.02 秒
  解压吞吐量: 241.67 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.10-rc4.tar.zip

文件 #148: v5.10-rc5.tar
  原始大小: 971.92 MiB
  压缩大小: 176.71 MiB
  压缩率: 5.49x
  压缩时间: 19.85 秒
  压缩吞吐量: 48.96 MiB/s
  解压时间: 4.06 秒
  解压吞吐量: 239.60 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.10-rc5.tar.zip

文件 #149: v5.10-rc6.tar
  原始大小: 971.99 MiB
  压缩大小: 176.73 MiB
  压缩率: 5.49x
  压缩时间: 20.10 秒
  压缩吞吐量: 48.35 MiB/s
  解压时间: 4.09 秒
  解压吞吐量: 237.60 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.10-rc6.tar.zip

文件 #150: v5.10-rc7.tar
  原始大小: 972.00 MiB
  压缩大小: 176.72 MiB
  压缩率: 5.49x
  压缩时间: 20.31 秒
  压缩吞吐量: 47.86 MiB/s
  解压时间: 4.03 秒
  解压吞吐量: 241.23 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.10-rc7.tar.zip

文件 #151: v5.10.tar
  原始大小: 972.02 MiB
  压缩大小: 176.72 MiB
  压缩率: 5.50x
  压缩时间: 19.74 秒
  压缩吞吐量: 49.24 MiB/s
  解压时间: 4.02 秒
  解压吞吐量: 241.54 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.10.tar.zip

文件 #152: v5.11-rc1.tar
  原始大小: 1014.61 MiB
  压缩大小: 180.44 MiB
  压缩率: 5.62x
  压缩时间: 20.14 秒
  压缩吞吐量: 50.38 MiB/s
  解压时间: 4.17 秒
  解压吞吐量: 243.28 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.11-rc1.tar.zip

文件 #153: v5.11-rc2.tar
  原始大小: 1014.61 MiB
  压缩大小: 180.44 MiB
  压缩率: 5.62x
  压缩时间: 20.58 秒
  压缩吞吐量: 49.30 MiB/s
  解压时间: 4.21 秒
  解压吞吐量: 240.83 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.11-rc2.tar.zip

文件 #154: v5.11-rc3.tar
  原始大小: 1014.66 MiB
  压缩大小: 180.44 MiB
  压缩率: 5.62x
  压缩时间: 21.40 秒
  压缩吞吐量: 47.41 MiB/s
  解压时间: 4.20 秒
  解压吞吐量: 241.46 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.11-rc3.tar.zip

文件 #155: v5.11-rc4.tar
  原始大小: 1014.75 MiB
  压缩大小: 180.46 MiB
  压缩率: 5.62x
  压缩时间: 20.27 秒
  压缩吞吐量: 50.05 MiB/s
  解压时间: 4.15 秒
  解压吞吐量: 244.24 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.11-rc4.tar.zip

文件 #156: v5.11-rc5.tar
  原始大小: 1014.78 MiB
  压缩大小: 180.46 MiB
  压缩率: 5.62x
  压缩时间: 20.28 秒
  压缩吞吐量: 50.04 MiB/s
  解压时间: 4.23 秒
  解压吞吐量: 239.93 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.11-rc5.tar.zip

文件 #157: v5.11-rc6.tar
  原始大小: 1014.83 MiB
  压缩大小: 180.48 MiB
  压缩率: 5.62x
  压缩时间: 20.03 秒
  压缩吞吐量: 50.66 MiB/s
  解压时间: 4.16 秒
  解压吞吐量: 244.19 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.11-rc6.tar.zip

文件 #158: v5.11-rc7.tar
  原始大小: 1014.89 MiB
  压缩大小: 180.48 MiB
  压缩率: 5.62x
  压缩时间: 20.17 秒
  压缩吞吐量: 50.30 MiB/s
  解压时间: 4.21 秒
  解压吞吐量: 241.01 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.11-rc7.tar.zip

文件 #159: v5.11.tar
  原始大小: 1014.91 MiB
  压缩大小: 180.47 MiB
  压缩率: 5.62x
  压缩时间: 26.37 秒
  压缩吞吐量: 38.49 MiB/s
  解压时间: 4.20 秒
  解压吞吐量: 241.90 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.11.tar.zip

文件 #160: v5.12-rc1-dontuse.tar
  原始大小: 1020.49 MiB
  压缩大小: 181.49 MiB
  压缩率: 5.62x
  压缩时间: 26.41 秒
  压缩吞吐量: 38.63 MiB/s
  解压时间: 4.20 秒
  解压吞吐量: 243.21 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.12-rc1-dontuse.tar.zip

文件 #161: v5.12-rc2.tar
  原始大小: 1020.53 MiB
  压缩大小: 181.47 MiB
  压缩率: 5.62x
  压缩时间: 25.70 秒
  压缩吞吐量: 39.70 MiB/s
  解压时间: 4.20 秒
  解压吞吐量: 242.95 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.12-rc2.tar.zip

文件 #162: v5.12-rc3.tar
  原始大小: 1020.59 MiB
  压缩大小: 181.48 MiB
  压缩率: 5.62x
  压缩时间: 28.24 秒
  压缩吞吐量: 36.14 MiB/s
  解压时间: 4.19 秒
  解压吞吐量: 243.66 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.12-rc3.tar.zip

文件 #163: v5.12-rc4.tar
  原始大小: 1020.60 MiB
  压缩大小: 181.48 MiB
  压缩率: 5.62x
  压缩时间: 27.14 秒
  压缩吞吐量: 37.60 MiB/s
  解压时间: 4.23 秒
  解压吞吐量: 241.35 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.12-rc4.tar.zip

文件 #164: v5.12-rc5.tar
  原始大小: 1020.67 MiB
  压缩大小: 181.50 MiB
  压缩率: 5.62x
  压缩时间: 27.84 秒
  压缩吞吐量: 36.66 MiB/s
  解压时间: 4.19 秒
  解压吞吐量: 243.87 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.12-rc5.tar.zip

文件 #165: v5.12-rc6.tar
  原始大小: 1020.68 MiB
  压缩大小: 181.50 MiB
  压缩率: 5.62x
  压缩时间: 27.02 秒
  压缩吞吐量: 37.77 MiB/s
  解压时间: 4.23 秒
  解压吞吐量: 241.52 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.12-rc6.tar.zip

文件 #166: v5.12-rc7.tar
  原始大小: 1020.72 MiB
  压缩大小: 181.52 MiB
  压缩率: 5.62x
  压缩时间: 26.30 秒
  压缩吞吐量: 38.80 MiB/s
  解压时间: 4.30 秒
  解压吞吐量: 237.11 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.12-rc7.tar.zip

文件 #167: v5.12-rc8.tar
  原始大小: 1020.73 MiB
  压缩大小: 181.51 MiB
  压缩率: 5.62x
  压缩时间: 28.20 秒
  压缩吞吐量: 36.19 MiB/s
  解压时间: 4.19 秒
  解压吞吐量: 243.82 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.12-rc8.tar.zip

文件 #168: v5.12.tar
  原始大小: 1020.73 MiB
  压缩大小: 181.49 MiB
  压缩率: 5.62x
  压缩时间: 26.32 秒
  压缩吞吐量: 38.78 MiB/s
  解压时间: 4.19 秒
  解压吞吐量: 243.58 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.12.tar.zip

文件 #169: v5.13-rc1.tar
  原始大小: 1040.90 MiB
  压缩大小: 183.68 MiB
  压缩率: 5.66x
  压缩时间: 27.06 秒
  压缩吞吐量: 38.46 MiB/s
  解压时间: 4.26 秒
  解压吞吐量: 244.47 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.13-rc1.tar.zip

文件 #170: v5.13-rc2.tar
  原始大小: 1040.93 MiB
  压缩大小: 183.69 MiB
  压缩率: 5.66x
  压缩时间: 28.94 秒
  压缩吞吐量: 35.96 MiB/s
  解压时间: 4.31 秒
  解压吞吐量: 241.79 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.13-rc2.tar.zip

文件 #171: v5.13-rc3.tar
  原始大小: 1040.96 MiB
  压缩大小: 183.69 MiB
  压缩率: 5.66x
  压缩时间: 23.47 秒
  压缩吞吐量: 44.35 MiB/s
  解压时间: 4.26 秒
  解压吞吐量: 244.15 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.13-rc3.tar.zip

文件 #172: v5.13-rc4.tar
  原始大小: 1041.08 MiB
  压缩大小: 183.72 MiB
  压缩率: 5.66x
  压缩时间: 22.75 秒
  压缩吞吐量: 45.75 MiB/s
  解压时间: 4.26 秒
  解压吞吐量: 244.28 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.13-rc4.tar.zip

文件 #173: v5.13-rc5.tar
  原始大小: 1041.11 MiB
  压缩大小: 183.73 MiB
  压缩率: 5.66x
  压缩时间: 23.52 秒
  压缩吞吐量: 44.26 MiB/s
  解压时间: 4.27 秒
  解压吞吐量: 243.93 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.13-rc5.tar.zip

文件 #174: v5.13-rc6.tar
  原始大小: 1041.14 MiB
  压缩大小: 183.74 MiB
  压缩率: 5.66x
  压缩时间: 25.24 秒
  压缩吞吐量: 41.25 MiB/s
  解压时间: 4.26 秒
  解压吞吐量: 244.56 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.13-rc6.tar.zip

文件 #175: v5.13-rc7.tar
  原始大小: 1041.19 MiB
  压缩大小: 183.75 MiB
  压缩率: 5.66x
  压缩时间: 24.66 秒
  压缩吞吐量: 42.22 MiB/s
  解压时间: 4.33 秒
  解压吞吐量: 240.55 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.13-rc7.tar.zip

文件 #176: v5.13.tar
  原始大小: 1041.20 MiB
  压缩大小: 183.72 MiB
  压缩率: 5.66x
  压缩时间: 25.10 秒
  压缩吞吐量: 41.48 MiB/s
  解压时间: 4.33 秒
  解压吞吐量: 240.50 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.13.tar.zip

文件 #177: v5.14-rc1.tar
  原始大小: 1074.36 MiB
  压缩大小: 186.98 MiB
  压缩率: 5.74x
  压缩时间: 24.78 秒
  压缩吞吐量: 43.36 MiB/s
  解压时间: 4.45 秒
  解压吞吐量: 241.19 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.14-rc1.tar.zip

文件 #178: v5.14-rc2.tar
  原始大小: 1074.36 MiB
  压缩大小: 187.00 MiB
  压缩率: 5.74x
  压缩时间: 24.61 秒
  压缩吞吐量: 43.66 MiB/s
  解压时间: 4.37 秒
  解压吞吐量: 245.92 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.14-rc2.tar.zip

文件 #179: v5.14-rc3.tar
  原始大小: 1074.40 MiB
  压缩大小: 187.01 MiB
  压缩率: 5.74x
  压缩时间: 24.01 秒
  压缩吞吐量: 44.73 MiB/s
  解压时间: 4.37 秒
  解压吞吐量: 245.95 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.14-rc3.tar.zip

文件 #180: v5.14-rc4.tar
  原始大小: 1074.46 MiB
  压缩大小: 187.02 MiB
  压缩率: 5.74x
  压缩时间: 24.56 秒
  压缩吞吐量: 43.74 MiB/s
  解压时间: 4.37 秒
  解压吞吐量: 246.10 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.14-rc4.tar.zip

文件 #181: v5.14-rc5.tar
  原始大小: 1074.50 MiB
  压缩大小: 187.04 MiB
  压缩率: 5.74x
  压缩时间: 23.44 秒
  压缩吞吐量: 45.83 MiB/s
  解压时间: 4.37 秒
  解压吞吐量: 246.08 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.14-rc5.tar.zip

文件 #182: v5.14-rc6.tar
  原始大小: 1074.52 MiB
  压缩大小: 187.03 MiB
  压缩率: 5.74x
  压缩时间: 23.25 秒
  压缩吞吐量: 46.21 MiB/s
  解压时间: 4.40 秒
  解压吞吐量: 244.03 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.14-rc6.tar.zip

文件 #183: v5.14-rc7.tar
  原始大小: 1074.53 MiB
  压缩大小: 187.03 MiB
  压缩率: 5.74x
  压缩时间: 26.51 秒
  压缩吞吐量: 40.53 MiB/s
  解压时间: 5.20 秒
  解压吞吐量: 206.82 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.14-rc7.tar.zip

文件 #184: v5.14.tar
  原始大小: 1074.54 MiB
  压缩大小: 187.02 MiB
  压缩率: 5.74x
  压缩时间: 23.39 秒
  压缩吞吐量: 45.93 MiB/s
  解压时间: 4.38 秒
  解压吞吐量: 245.57 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.14.tar.zip

文件 #185: v5.15-rc1.tar
  原始大小: 1084.10 MiB
  压缩大小: 188.95 MiB
  压缩率: 5.73x
  压缩时间: 23.86 秒
  压缩吞吐量: 45.44 MiB/s
  解压时间: 4.43 秒
  解压吞吐量: 244.98 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.15-rc1.tar.zip

文件 #186: v5.15-rc2.tar
  原始大小: 1084.14 MiB
  压缩大小: 188.95 MiB
  压缩率: 5.73x
  压缩时间: 23.82 秒
  压缩吞吐量: 45.50 MiB/s
  解压时间: 4.42 秒
  解压吞吐量: 245.54 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.15-rc2.tar.zip

文件 #187: v5.15-rc3.tar
  原始大小: 1084.18 MiB
  压缩大小: 188.96 MiB
  压缩率: 5.73x
  压缩时间: 23.87 秒
  压缩吞吐量: 45.42 MiB/s
  解压时间: 4.41 秒
  解压吞吐量: 245.88 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.15-rc3.tar.zip

文件 #188: v5.15-rc4.tar
  原始大小: 1084.23 MiB
  压缩大小: 188.97 MiB
  压缩率: 5.73x
  压缩时间: 24.67 秒
  压缩吞吐量: 43.95 MiB/s
  解压时间: 4.42 秒
  解压吞吐量: 245.56 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.15-rc4.tar.zip

文件 #189: v5.15-rc5.tar
  原始大小: 1084.26 MiB
  压缩大小: 188.98 MiB
  压缩率: 5.73x
  压缩时间: 23.78 秒
  压缩吞吐量: 45.59 MiB/s
  解压时间: 4.42 秒
  解压吞吐量: 245.40 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.15-rc5.tar.zip

文件 #190: v5.15-rc6.tar
  原始大小: 1084.30 MiB
  压缩大小: 188.99 MiB
  压缩率: 5.73x
  压缩时间: 22.40 秒
  压缩吞吐量: 48.40 MiB/s
  解压时间: 4.41 秒
  解压吞吐量: 245.81 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.15-rc6.tar.zip

文件 #191: v5.15-rc7.tar
  原始大小: 1084.33 MiB
  压缩大小: 189.00 MiB
  压缩率: 5.73x
  压缩时间: 22.45 秒
  压缩吞吐量: 48.29 MiB/s
  解压时间: 4.41 秒
  解压吞吐量: 246.06 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.15-rc7.tar.zip

文件 #192: v5.15.tar
  原始大小: 1084.34 MiB
  压缩大小: 188.97 MiB
  压缩率: 5.73x
  压缩时间: 23.28 秒
  压缩吞吐量: 46.57 MiB/s
  解压时间: 4.41 秒
  解压吞吐量: 245.81 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.15.tar.zip

文件 #193: v5.16-rc1.tar
  原始大小: 1098.46 MiB
  压缩大小: 191.08 MiB
  压缩率: 5.74x
  压缩时间: 23.61 秒
  压缩吞吐量: 46.53 MiB/s
  解压时间: 4.46 秒
  解压吞吐量: 246.14 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.16-rc1.tar.zip

文件 #194: v5.16-rc2.tar
  原始大小: 1098.51 MiB
  压缩大小: 191.09 MiB
  压缩率: 5.74x
  压缩时间: 23.41 秒
  压缩吞吐量: 46.91 MiB/s
  解压时间: 4.46 秒
  解压吞吐量: 246.36 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.16-rc2.tar.zip

文件 #195: v5.16-rc3.tar
  原始大小: 1098.47 MiB
  压缩大小: 191.10 MiB
  压缩率: 5.74x
  压缩时间: 21.42 秒
  压缩吞吐量: 51.28 MiB/s
  解压时间: 4.53 秒
  解压吞吐量: 242.49 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.16-rc3.tar.zip

文件 #196: v5.16-rc4.tar
  原始大小: 1098.52 MiB
  压缩大小: 191.10 MiB
  压缩率: 5.74x
  压缩时间: 21.75 秒
  压缩吞吐量: 50.49 MiB/s
  解压时间: 4.54 秒
  解压吞吐量: 242.07 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.16-rc4.tar.zip

文件 #197: v5.16-rc5.tar
  原始大小: 1098.58 MiB
  压缩大小: 191.11 MiB
  压缩率: 5.74x
  压缩时间: 25.36 秒
  压缩吞吐量: 43.31 MiB/s
  解压时间: 4.47 秒
  解压吞吐量: 245.53 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.16-rc5.tar.zip

文件 #198: v5.16-rc6.tar
  原始大小: 1098.61 MiB
  压缩大小: 191.12 MiB
  压缩率: 5.74x
  压缩时间: 23.28 秒
  压缩吞吐量: 47.19 MiB/s
  解压时间: 4.48 秒
  解压吞吐量: 245.13 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.16-rc6.tar.zip

文件 #199: v5.16-rc7.tar
  原始大小: 1098.63 MiB
  压缩大小: 191.12 MiB
  压缩率: 5.74x
  压缩时间: 24.90 秒
  压缩吞吐量: 44.12 MiB/s
  解压时间: 4.51 秒
  解压吞吐量: 243.48 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.16-rc7.tar.zip

文件 #200: v5.16-rc8.tar
  原始大小: 1098.65 MiB
  压缩大小: 191.13 MiB
  压缩率: 5.74x
  压缩时间: 23.92 秒
  压缩吞吐量: 45.93 MiB/s
  解压时间: 4.46 秒
  解压吞吐量: 246.16 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.16-rc8.tar.zip

文件 #201: v5.16.tar
  原始大小: 1098.66 MiB
  压缩大小: 191.10 MiB
  压缩率: 5.74x
  压缩时间: 22.74 秒
  压缩吞吐量: 48.31 MiB/s
  解压时间: 4.51 秒
  解压吞吐量: 243.53 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.16.tar.zip

文件 #202: v5.17-rc1.tar
  原始大小: 1105.87 MiB
  压缩大小: 192.43 MiB
  压缩率: 5.74x
  压缩时间: 22.05 秒
  压缩吞吐量: 50.14 MiB/s
  解压时间: 4.55 秒
  解压吞吐量: 243.04 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.17-rc1.tar.zip

文件 #203: v5.17-rc2.tar
  原始大小: 1105.95 MiB
  压缩大小: 192.44 MiB
  压缩率: 5.74x
  压缩时间: 24.14 秒
  压缩吞吐量: 45.82 MiB/s
  解压时间: 4.50 秒
  解压吞吐量: 245.83 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.17-rc2.tar.zip

文件 #204: v5.17-rc3.tar
  原始大小: 1106.02 MiB
  压缩大小: 192.46 MiB
  压缩率: 5.74x
  压缩时间: 23.28 秒
  压缩吞吐量: 47.50 MiB/s
  解压时间: 4.49 秒
  解压吞吐量: 246.20 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.17-rc3.tar.zip

文件 #205: v5.17-rc4.tar
  原始大小: 1106.04 MiB
  压缩大小: 192.47 MiB
  压缩率: 5.74x
  压缩时间: 23.78 秒
  压缩吞吐量: 46.51 MiB/s
  解压时间: 4.51 秒
  解压吞吐量: 245.31 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.17-rc4.tar.zip

文件 #206: v5.17-rc5.tar
  原始大小: 1106.06 MiB
  压缩大小: 192.47 MiB
  压缩率: 5.74x
  压缩时间: 25.29 秒
  压缩吞吐量: 43.72 MiB/s
  解压时间: 4.51 秒
  解压吞吐量: 245.19 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.17-rc5.tar.zip

文件 #207: v5.17-rc6.tar
  原始大小: 1106.09 MiB
  压缩大小: 192.49 MiB
  压缩率: 5.74x
  压缩时间: 24.51 秒
  压缩吞吐量: 45.13 MiB/s
  解压时间: 4.51 秒
  解压吞吐量: 245.41 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.17-rc6.tar.zip

文件 #208: v5.17-rc7.tar
  原始大小: 1106.12 MiB
  压缩大小: 192.50 MiB
  压缩率: 5.74x
  压缩时间: 22.70 秒
  压缩吞吐量: 48.72 MiB/s
  解压时间: 4.54 秒
  解压吞吐量: 243.67 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.17-rc7.tar.zip

文件 #209: v5.17-rc8.tar
  原始大小: 1106.18 MiB
  压缩大小: 192.50 MiB
  压缩率: 5.74x
  压缩时间: 21.78 秒
  压缩吞吐量: 50.78 MiB/s
  解压时间: 4.66 秒
  解压吞吐量: 237.55 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.17-rc8.tar.zip

文件 #210: v5.17.tar
  原始大小: 1106.18 MiB
  压缩大小: 192.49 MiB
  压缩率: 5.74x
  压缩时间: 21.92 秒
  压缩吞吐量: 50.47 MiB/s
  解压时间: 4.50 秒
  解压吞吐量: 246.00 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.17.tar.zip

文件 #211: v5.18-rc1.tar
  原始大小: 1158.79 MiB
  压缩大小: 197.18 MiB
  压缩率: 5.87x
  压缩时间: 24.34 秒
  压缩吞吐量: 47.60 MiB/s
  解压时间: 5.99 秒
  解压吞吐量: 193.48 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.18-rc1.tar.zip

文件 #212: v5.18-rc2.tar
  原始大小: 1158.82 MiB
  压缩大小: 197.18 MiB
  压缩率: 5.87x
  压缩时间: 22.61 秒
  压缩吞吐量: 51.25 MiB/s
  解压时间: 4.73 秒
  解压吞吐量: 245.20 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.18-rc2.tar.zip

文件 #213: v5.18-rc3.tar
  原始大小: 1158.84 MiB
  压缩大小: 197.19 MiB
  压缩率: 5.87x
  压缩时间: 22.60 秒
  压缩吞吐量: 51.27 MiB/s
  解压时间: 4.72 秒
  解压吞吐量: 245.63 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.18-rc3.tar.zip

文件 #214: v5.18-rc4.tar
  原始大小: 1158.86 MiB
  压缩大小: 197.19 MiB
  压缩率: 5.87x
  压缩时间: 22.81 秒
  压缩吞吐量: 50.81 MiB/s
  解压时间: 4.71 秒
  解压吞吐量: 246.10 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.18-rc4.tar.zip

文件 #215: v5.18-rc5.tar
  原始大小: 1158.89 MiB
  压缩大小: 197.20 MiB
  压缩率: 5.87x
  压缩时间: 22.61 秒
  压缩吞吐量: 51.24 MiB/s
  解压时间: 4.77 秒
  解压吞吐量: 243.13 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.18-rc5.tar.zip

文件 #216: v5.18-rc6.tar
  原始大小: 1158.92 MiB
  压缩大小: 197.21 MiB
  压缩率: 5.87x
  压缩时间: 25.14 秒
  压缩吞吐量: 46.10 MiB/s
  解压时间: 4.70 秒
  解压吞吐量: 246.76 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.18-rc6.tar.zip

文件 #217: v5.18-rc7.tar
  原始大小: 1158.95 MiB
  压缩大小: 197.22 MiB
  压缩率: 5.87x
  压缩时间: 22.50 秒
  压缩吞吐量: 51.52 MiB/s
  解压时间: 4.67 秒
  解压吞吐量: 248.24 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.18-rc7.tar.zip

文件 #218: v5.18.tar
  原始大小: 1158.98 MiB
  压缩大小: 197.20 MiB
  压缩率: 5.87x
  压缩时间: 22.46 秒
  压缩吞吐量: 51.60 MiB/s
  解压时间: 4.70 秒
  解压吞吐量: 246.38 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.18.tar.zip

文件 #219: v5.19-rc1.tar
  原始大小: 1210.18 MiB
  压缩大小: 202.16 MiB
  压缩率: 5.98x
  压缩时间: 23.73 秒
  压缩吞吐量: 51.00 MiB/s
  解压时间: 4.91 秒
  解压吞吐量: 246.69 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.19-rc1.tar.zip

文件 #220: v5.19-rc2.tar
  原始大小: 1210.23 MiB
  压缩大小: 202.16 MiB
  压缩率: 5.98x
  压缩时间: 23.17 秒
  压缩吞吐量: 52.23 MiB/s
  解压时间: 4.84 秒
  解压吞吐量: 249.84 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.19-rc2.tar.zip

文件 #221: v5.19-rc3.tar
  原始大小: 1210.26 MiB
  压缩大小: 202.18 MiB
  压缩率: 5.98x
  压缩时间: 23.51 秒
  压缩吞吐量: 51.47 MiB/s
  解压时间: 4.85 秒
  解压吞吐量: 249.45 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.19-rc3.tar.zip

文件 #222: v5.19-rc4.tar
  原始大小: 1210.32 MiB
  压缩大小: 202.19 MiB
  压缩率: 5.98x
  压缩时间: 22.87 秒
  压缩吞吐量: 52.91 MiB/s
  解压时间: 4.90 秒
  解压吞吐量: 246.91 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.19-rc4.tar.zip

文件 #223: v5.19-rc5.tar
  原始大小: 1210.35 MiB
  压缩大小: 202.19 MiB
  压缩率: 5.98x
  压缩时间: 23.54 秒
  压缩吞吐量: 51.41 MiB/s
  解压时间: 4.84 秒
  解压吞吐量: 249.83 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.19-rc5.tar.zip

文件 #224: v5.19-rc6.tar
  原始大小: 1210.39 MiB
  压缩大小: 202.21 MiB
  压缩率: 5.98x
  压缩时间: 22.98 秒
  压缩吞吐量: 52.67 MiB/s
  解压时间: 4.84 秒
  解压吞吐量: 249.85 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.19-rc6.tar.zip

文件 #225: v5.19-rc7.tar
  原始大小: 1210.45 MiB
  压缩大小: 202.23 MiB
  压缩率: 5.98x
  压缩时间: 24.86 秒
  压缩吞吐量: 48.68 MiB/s
  解压时间: 4.86 秒
  解压吞吐量: 249.21 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.19-rc7.tar.zip

文件 #226: v5.19-rc8.tar
  原始大小: 1210.49 MiB
  压缩大小: 202.23 MiB
  压缩率: 5.98x
  压缩时间: 28.74 秒
  压缩吞吐量: 42.11 MiB/s
  解压时间: 4.88 秒
  解压吞吐量: 247.80 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.19-rc8.tar.zip

文件 #227: v5.19.tar
  原始大小: 1210.49 MiB
  压缩大小: 202.21 MiB
  压缩率: 5.98x
  压缩时间: 28.86 秒
  压缩吞吐量: 41.94 MiB/s
  解压时间: 4.94 秒
  解压吞吐量: 245.14 MiB/s
  压缩文件: ./compressed_datasets/linux/v5.19.tar.zip

文件 #228: v6.0-rc1.tar
  原始大小: 1278.06 MiB
  压缩大小: 208.01 MiB
  压缩率: 6.14x
  压缩时间: 30.39 秒
  压缩吞吐量: 42.05 MiB/s
  解压时间: 5.07 秒
  解压吞吐量: 252.18 MiB/s
  压缩文件: ./compressed_datasets/linux/v6.0-rc1.tar.zip

文件 #229: v6.0-rc2.tar
  原始大小: 1278.17 MiB
